"","user_id","created_at","screen_name","text","source","lang","retweet_count","account_created_at","account_lang","query"
"1","2159859644","2018-09-12 04:55:15","raheelyusoff","@_Is_My_Name @ktm_berhad Kuat tehh bejaley nokgi mano tuu?? <U+0001F60C><U+0001F60C>","Twitter for Android","in","0","2013-10-27 23:55:52","en","KTM"
"2","971779520","2018-09-12 04:46:04","unimxhd","aku tunggu ktm pun mengantuk. tunggu kau lagi mengantuk","Twitter for Android","in","0","2012-11-26 11:21:18","en","KTM"
"3","971779520","2018-09-11 02:20:06","unimxhd","wtf dari kolej ke ktm ukm Grab  RM16 hengget. Baik aku naik bas zon 6 <U+0001F642>","Twitter for Android","in","0","2012-11-26 11:21:18","en","KTM"
"4","492219679","2018-09-12 04:30:20","farahizat","@ktm_berhad bole tau jadual ets dari kl sentral ke ipoh utk tarikh harini? Saya cuba cek di website tapi tak boleh.","Twitter for iPhone","in","0","2012-02-14 13:37:00","en","KTM"
"5","492219679","2018-09-04 02:57:53","farahizat","@ktm_berhad Mekasih! Bole topup online? Atau hanya di kaunter?","Twitter for iPhone","in","0","2012-02-14 13:37:00","en","KTM"
"6","492219679","2018-09-04 02:59:10","farahizat","@ktm_berhad Ok. Mekasih! <U+0001F604>","Twitter for iPhone","in","0","2012-02-14 13:37:00","en","KTM"
"7","492219679","2018-09-04 02:54:38","farahizat","@ktm_berhad Bole tau berapa baki minima perlu ada dalam kad komuter link?","Twitter for iPhone","in","0","2012-02-14 13:37:00","en","KTM"
"8","93154538","2018-09-12 04:19:32","FadlyHjHalim","I added a video to a @YouTube playlist https://t.co/f1Qj2Y76T9 KTM BATU - KL SENTRAL","Google","en","0","2009-11-28 09:53:38","msa","KTM"
"9","93154538","2018-09-12 04:19:32","FadlyHjHalim","I added a video to a @YouTube playlist https://t.co/ufRiYMIiIr KL SENTRAL TO STESEN KTM KG BATU","Google","en","0","2009-11-28 09:53:38","msa","KTM"
"10","259551852","2018-09-12 04:05:52","danial_abrar","@afibasysyar Kena naik ktm ke huwaa","Twitter for iPhone","in","0","2011-03-02 03:41:59","en","KTM"
"11","224571613","2018-09-12 04:04:08","naziffnazri","sial la ktm ni","Twitter for iPhone","in","0","2010-12-09 09:56:00","en","KTM"
"12","1123048782","2018-09-09 09:40:23","RazziBasrah","@paklitwt @ahmadnazaruddi7 Tunggu train kat ktm sungai buloh. Train pukul 6","Twitter for Android","in","0","2013-01-26 20:26:51","en","KTM"
"13","1123048782","2018-09-12 03:59:12","RazziBasrah","@_Nisx Dah boleh camping dah tu kat ktm","Twitter for Android","in","0","2013-01-26 20:26:51","en","KTM"
"14","1123048782","2018-09-04 12:52:59","RazziBasrah","@Faeezlee Naik ktm yolah","Twitter for Android","in","0","2013-01-26 20:26:51","en","KTM"
"15","1123048782","2018-09-03 15:03:45","RazziBasrah","Hallu @ktm_berhad , train last dari sg buloh ke tg malim pukul berapa ya pada hari ahad. Thank youuu.","Twitter for Android","in","0","2013-01-26 20:26:51","en","KTM"
"16","1123048782","2018-09-03 15:09:43","RazziBasrah","@ktm_berhad Torbaik. Tq ktm","Twitter for Android","in","0","2013-01-26 20:26:51","en","KTM"
"17","384616209","2018-09-12 03:41:45","ktm_berhad","KTM Berhad memohon maaf atas kesulitan yang berlaku. Sebarang perkembangan terkini akan dimaklumkan dari semasa ke semasa.

Untuk maklumat lanjut, sila hubungi
Pusat Panggilan KTMB : 03-2267 1200 atau layari Twitter @ktm_berhad

Terima kasih","Twitter Web Client","in","1","2011-10-04 00:53:44","en","KTM"
"18","384616209","2018-09-12 02:14:12","ktm_berhad","KTM Berhad memohon maaf atas kesulitan yang berlaku. Sebarang perkembangan terkini akan dimaklumkan dari semasa ke semasa.","Twitter for iPad","in","0","2011-10-04 00:53:44","en","KTM"
"19","384616209","2018-09-09 13:58:45","ktm_berhad","@teeyaa__ Ada yg stop di sentul. Boleh rujuk jadual utk tren direct ke kl sentral. Naik tren Sg Gadut/Tampin dari bt caves. https://t.co/rT0bytiXTu","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"20","384616209","2018-09-07 11:09:15","ktm_berhad","@fikri_azman Our pleasure.","Twitter Web Client","en","0","2011-10-04 00:53:44","en","KTM"
"21","384616209","2018-09-12 03:03:38","ktm_berhad","#Perhatian

12 September 2018 (Rabu)

Notis: Adalah dimaklumkan terdapat kelewatan tren Komuter  (Kepong - Tanjung Malim). Purata kelewatan adalah 5 minit disebabkan masalah signal di antara stesen Sungai Buloh - stesen Kuang.

KTM Berhad memohon maaf atas kesulitan yang berlaku.","Twitter for iPhone","in","0","2011-10-04 00:53:44","en","KTM"
"22","384616209","2018-09-09 11:57:59","ktm_berhad","@HeyHanissss Hanya ada 3 waktu sahaja direct dr Tg Malim ke KL Sentral.
Selain itu, perlu transit di Sg  Buloh dan menaiki MRT utk ke KL Sentral. https://t.co/2DNPbfo6N2","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"23","384616209","2018-09-12 03:41:45","ktm_berhad","#Perhatian

Notis: Adalah dimaklumkan terdapat kelewatan tren ETS EG9420 (Gemas - Padang Besar). Purata kelewatan adlah 70minit disebabkan kegelinciran yg berlaku di antara stesen Salak Selatan - stesen Bandar Tasik Selatan. Tren ini berlepas dari KL Sentral pada jam 11:25pagi","Twitter Web Client","in","4","2011-10-04 00:53:44","en","KTM"
"24","384616209","2018-09-04 23:41:49","ktm_berhad","@CeraHusin Our pleasure.","Twitter Web Client","en","0","2011-10-04 00:53:44","en","KTM"
"25","384616209","2018-09-09 12:10:15","ktm_berhad","@Akmxl_ Untuk maklumat lanjut, sila hubungi KTMB Callcenter  + 603 22671200 Email:callcenter@ktmb.com.my","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"26","384616209","2018-09-09 11:43:21","ktm_berhad","@Ash_acapapa Ada. https://t.co/wG5kc0Ge3g","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"27","384616209","2018-09-09 13:32:49","ktm_berhad","@humairalatip18 2218pm","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"28","384616209","2018-09-09 13:12:06","ktm_berhad","@acikeen Hnya ada 3 servis tren direct Kepong&gt;KL Sentral (0639,0714,0729). Waktu lain :

Kepong&gt;Sg Buloh (KTM Komuter)
Sg Buloh&gt;KL Sentral (MRT) https://t.co/5cYN2Roq9s","Twitter Web Client","in","2","2011-10-04 00:53:44","en","KTM"
"29","384616209","2018-09-07 11:23:04","ktm_berhad","@tyraurora 19:35 KL Sentral&gt;Batang Benar. Tksih atas tweet.","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"30","384616209","2018-09-12 02:14:13","ktm_berhad","Untuk maklumat lanjut, sila hubungi
Pusat Panggilan KTMB : 03-2267 1200 atau layari Twitter @ktm_berhad

Terima kasih","Twitter for iPad","in","0","2011-10-04 00:53:44","en","KTM"
"31","384616209","2018-09-09 10:39:39","ktm_berhad","@mnhidayatfisal Beza jumlah stesen berhenti. Silver berhenti semua stesen. https://t.co/AJPnwfsgCU","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"32","384616209","2018-09-12 02:14:11","ktm_berhad","#Perhatian

12 September 2018 (Rabu)

Notis: Adalah dimaklumkan terdapat kegelinciran  tren  ETS EG9420 di antara Salak Selatan- Bandar Tasik Selatan). Semua penumpang akan dipindahkan ke tren komuter 2024.","Twitter for iPad","in","5","2011-10-04 00:53:44","en","KTM"
"33","384616209","2018-09-09 10:35:59","ktm_berhad","@sorgovvashrav 1936pm","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"34","384616209","2018-09-12 00:13:43","ktm_berhad","@nnsyaira Ya","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"35","384616209","2018-09-12 00:11:18","ktm_berhad","@nnsyaira https://t.co/zMr1lxcePY","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"36","384616209","2018-09-09 11:54:39","ktm_berhad","@ciah97 Boleh","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"37","384616209","2018-09-09 10:12:29","ktm_berhad","@syazwanishamsul ETA 8mins","Twitter Web Client","fr","0","2011-10-04 00:53:44","en","KTM"
"38","384616209","2018-09-11 23:49:06","ktm_berhad","@dekoimpian https://t.co/JqgCsm6MZI","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"39","384616209","2018-09-09 10:03:09","ktm_berhad","@sorgovvashrav dr mna?","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"40","384616209","2018-09-07 10:54:27","ktm_berhad","@Miszreenn_ https://t.co/NsacVuyogt","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"41","384616209","2018-09-07 10:53:53","ktm_berhad","@nblanjb Ya ada, Sila layari https://t.co/hQ4z254v8k untuk mendapatkan jadual yang lebih jelas. Terima kasih https://t.co/NEqLvO76JH","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"42","384616209","2018-09-09 09:22:56","ktm_berhad","Something good is coming to you !
.

#KTMB #KTMBERHAD #ETS #Intercity #Komuter #KTMKargo #SKYPARKLINK #sayangktmb https://t.co/qCW2DzkeeT","Twitter for iPad","en","6","2011-10-04 00:53:44","en","KTM"
"43","384616209","2018-09-04 14:14:08","ktm_berhad","@karunguni https://t.co/prFN9MlIAr","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"44","384616209","2018-09-02 01:58:28","ktm_berhad","@ffyyqqaa Akan di post ke rumah :)","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"45","384616209","2018-09-09 09:12:59","ktm_berhad","@iddinmuzzammil kne beli tiket di kaunter.","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"46","384616209","2018-09-09 09:07:12","ktm_berhad","@khatyjusoh https://t.co/vnrf50UUFj","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"47","384616209","2018-09-09 09:06:47","ktm_berhad","@ZullAzrii https://t.co/lb7NpSSbxo","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"48","384616209","2018-09-09 09:06:13","ktm_berhad","1703pm: Disebabkan masalah semboyan di antara stesen Tasek Gelugor&gt;Sg Petani, komuter sektor utara ke laluan Pdg Besar akan mengalami kelewatan dalam masa 5-10 minit. KTMB mohon maaf di atas kesulitan ini.","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"49","384616209","2018-09-11 14:25:39","ktm_berhad","@MFMustaqim kad komuter link / i-card","Twitter Web Client","sv","0","2011-10-04 00:53:44","en","KTM"
"50","384616209","2018-09-11 04:30:23","ktm_berhad","@zakisalim10 Hi. Tren dr mana ke mana ya?","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"51","384616209","2018-09-09 08:50:29","ktm_berhad","1648pm: Disebabkan kerosakan semboyan antara stesen Serdang&gt;Salak Selatan, komuter ke laluan Batu Caves/KL Sentral akan mengalami kelewatan dalam masa 8 minit. KTMB mohon maaf di atas kesulitan ini.","Twitter Web Client","in","2","2011-10-04 00:53:44","en","KTM"
"52","384616209","2018-09-12 03:05:13","ktm_berhad","#Perhatian

Notis: Adalah dimaklumkan tren Komuter (Tampin - KL Sentral/ Batu Caves - Tampin) mengalami kelewatan dari jadual asal disebabkan masalah kegelinciran tren ETS EG9420 dan juga penggunaan satu landasan di antara stesen Salak Selatan - stesen Bandar Tasik Selatan","Twitter for iPhone","in","5","2011-10-04 00:53:44","en","KTM"
"53","384616209","2018-09-11 13:59:23","ktm_berhad","@bakedmagg0ts 16:49 17:31 18:38 hnya 3 servis setiap hari. Waktu lain :

Shah Alam &gt; KL Sentral : KTM Komuter
KL Sentral &gt; Sg Buloh : MRT
Sg Buloh &gt; Tg Malim : KTM Komuter https://t.co/3ayPjw5mSt","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"54","384616209","2018-09-04 14:50:38","ktm_berhad","@_ashandash rm 10.40. Sama ada potongan sehingga 20%","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"55","384616209","2018-09-09 08:14:38","ktm_berhad","@AdrianaYasMinn ya","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"56","384616209","2018-09-11 13:21:50","ktm_berhad","@mmeynrdn 21:26","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"57","384616209","2018-09-09 08:09:07","ktm_berhad","@tratwra ya betul. Surat pengesahan perlu","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"58","384616209","2018-09-04 11:42:16","ktm_berhad","@kauthar_koca transit di Bukit mertajam. https://t.co/gv6c93bTia","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"59","384616209","2018-09-09 08:01:00","ktm_berhad","@khalidkarim Semboyan - Lampu isyarat untuk mengawal pergerakan tren.","Twitter Web Client","in","7","2011-10-04 00:53:44","en","KTM"
"60","384616209","2018-09-11 12:42:01","ktm_berhad","@nfildzahaqila 10.02pm. Sila layari https://t.co/hQ4z254v8k untuk mendapatkan jadual yang lebih jelas. Terima kasih. https://t.co/ikhEdTYNFq","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"61","384616209","2018-09-03 11:04:41","ktm_berhad","@ahmadkhaird Ya. :)","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"62","384616209","2018-09-09 07:55:48","ktm_berhad","1555pm - Disebabkan kerosakan semboyan antara Klang&gt;Padang Jawa, komuter ke KL Sentral dijangka mengalami kelewatan 5minit dari jadual asal. Mohon maaf.","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"63","384616209","2018-09-08 09:43:57","ktm_berhad","@huwaiedakt ets sahaja","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"64","384616209","2018-09-08 00:33:32","ktm_berhad","@bamsparadise Ya ada tren terus dari BtCaves ke Seremban.","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"65","384616209","2018-09-09 11:43:30","ktm_berhad","@naqibbbaiman https://t.co/GlUpbyvYyt","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"66","384616209","2018-09-11 11:58:45","ktm_berhad","@syahzannizam http://10.0.250.5/Card_Menu.html","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"67","384616209","2018-09-11 13:50:19","ktm_berhad","@shrfhnazleen https://t.co/R7N5KDoemd","Twitter Web Client","und","1","2011-10-04 00:53:44","en","KTM"
"68","384616209","2018-09-09 07:20:21","ktm_berhad","@btrysya_ https://t.co/D8Yb0EVDNt","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"69","384616209","2018-09-09 07:15:12","ktm_berhad","@lesterngkimho Untuk maklumat lanjut, sila hubungi KTMB Callcenter  + 603 22671200 Email:callcenter@ktmb.com.my","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"70","384616209","2018-09-09 10:50:11","ktm_berhad","@hahahihuho https://t.co/QRKgnMnOBl","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"71","384616209","2018-09-07 08:11:00","ktm_berhad","@fatihahsofi 4.49pm. Sila layari https://t.co/hQ4z254v8k untuk mendapatkan jadual yang lebih jelas. Terima kasih. https://t.co/Rr21bOnDqU","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"72","384616209","2018-09-09 06:46:01","ktm_berhad","@_daaiman Mulai 3 Jun 2018 hnya 3 servis tren direct dari KL Sentral&gt;Laluan Tg Malim (1741, 1823, 1930). Waktu lain : 

KL Sentral &gt; Sg Buloh (MRT) 
Sg Buloh &gt; Tg Malim ( KTM Komuter). https://t.co/Tv04yOsjDo","Twitter Web Client","in","1","2011-10-04 00:53:44","en","KTM"
