"","user_id","created_at","screen_name","text","source","lang","retweet_count","account_created_at","account_lang","query"
"1","384616209","2018-09-07 10:32:24","ktm_berhad","Sila layariuntuk mendapatkan jadual yang lebih jelas Terima kasih","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"2","384616209","2018-09-07 10:31:34","ktm_berhad","Hanya adaservice dr SgBuloh ke Segambut setiap hari iaitu pd jam am am am Waktu lain perlu naik MRT dr SgBuloh ke KL Sentral dan sambung perjalanan dng ktm komuter Sila layariuntuk mendapatkan jadual yang lebih jelas Terima kasih","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"3","384616209","2018-09-07 10:29:29","ktm_berhad","Maaf lambat reply server down Cik dah naik tren ke","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"4","384616209","2018-09-04 23:27:17","ktm_berhad","Tanjung Malim terus ke KL Sentral ada pada waktu pagitren sahajaWaktu petang semua tren dari Tanjung Malim akan tamat di Kepong Saudari perlu berhenti di Sungai Buloh sambung dengan MRT ke KL Sentral Tksih atas perhatiantweet","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"5","384616209","2018-09-04 23:24:52","ktm_berhad","Simpang AmpatgtButterworthCabaran kerosakan sistem signal Tren komuter arah Butterworth telahakan alami kelewatan purataminit Petugas penyelenggaran sedang mengatasi cabaran ini","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"6","384616209","2018-09-07 01:20:27","ktm_berhad","","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"7","384616209","2018-09-07 10:28:27","ktm_berhad","Sorry for the late reply server down Next train is at pm","Twitter Web Client","en","0","2011-10-04 00:53:44","en","KTM"
"8","384616209","2018-09-04 23:20:46","ktm_berhad","Tanjung MalimgtSungai Bulohsambung dengan MRT ke KL Sentral pagi ini Tksih atas tweet","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"9","384616209","2018-09-07 10:26:01","ktm_berhad","Maaf lambat reply server down Tren kini beroperasi seperti biasa","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"10","384616209","2018-09-04 22:39:49","ktm_berhad","Semua stesen di Lembah Kelang TampinPulau SebanggtBatu CavesPKlanggtTanjung Malim akan aktifkan kaedah tambang tanpa tunai ini Tksih atas tweet","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"11","384616209","2018-09-02 02:41:06","ktm_berhad","Hi Perlu renew secara online Sila layari 
Terima Kasih","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"12","384616209","2018-08-30 03:20:25","ktm_berhad","Untuk ke TgMalim perlu tukar tren di KL Sentral platformUntuk makluman hanya adaservice dr KL SentralgtTgMalim setiap hari iaitu pd jam pm pmpm Waktu lain perlu naik MRT dr KL SentralgtSgBuloh dan sambung perjalanan dng ktm komuter","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"13","384616209","2018-09-02 02:39:03","ktm_berhad","Hi Untuk ke Pklang cik perlu tukar tren di KL Sentral platformSila layariuntuk mendapatkan jadual yang lebih jelas Terima kasih","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"14","384616209","2018-08-30 03:15:43","ktm_berhad","pm Sila layariuntuk mendapatkan jadual yang lebih jelas Terima kasih","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"15","384616209","2018-09-04 14:50:38","ktm_berhad","rmSama ada potongan sehingga","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"16","384616209","2018-09-02 02:26:26","ktm_berhad","Sila layariuntuk mendapatkan jadual yang lebih jelas Terima kasih","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"17","384616209","2018-09-04 14:14:08","ktm_berhad","","Twitter Web Client","und","0","2011-10-04 00:53:44","en","KTM"
"18","384616209","2018-09-02 02:02:42","ktm_berhad","Hanya adaservice dr TgMalimgtKLSentral setiap hari iaitu pd jam am amam Waktu lain perlu naik MRT dr SgBuloh ke KL Sentral","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"19","384616209","2018-09-04 14:11:35","ktm_berhad","utk berapa hb","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"20","384616209","2018-08-30 01:40:32","ktm_berhad","am Stesen Kuala Kubu BahruKomuter ke laluan Tg Malimakan memasuki di platformHarap Maklum","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"21","384616209","2018-09-02 01:58:28","ktm_berhad","Akan di post ke rumah","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
"22","384616209","2018-09-04 13:31:33","ktm_berhad","Buat masa sekarang tiket hanya dibuka hingga Oktober Utk bulan seteruskan notis akan dikeluarkan bila akan mula dijual","Twitter Web Client","in","0","2011-10-04 00:53:44","en","KTM"
